Blog	four	looking	second	here	music	until	want	feature	wrong	series	re	wasn	service	needed	project	came	than	release	result	best	asked	much	life	worked	things	had	easy	possible	right	old	people	o	support	call	happy	inside	time	team	love	working	awesome	such	data	years	course	didn	internet	million	quite	open	city	future	san	say	take	ways	going	where	many	wants	photos	technology	being	rest	around	world	favorite	image	her	october	gone	am	original	tv	th	large	small	past	hours	experience	pick	via	company	states	its	always	found	really	research	major	also	play	sometimes	microsoft	set	sex	see	available	last	whole	community	read	recent	person	couple	d	continue	anything	into	link	line	us	ago	having	code	results	try	video	let	great	makes	tools	next	process	high	move	perfect	doing	could	start	system	haven	face	fact	should	hope	means	stuff	edition	email	ve	site	off	less	web	five	become	does	official	chance	worth	announced	above	told	work	interview	after	order	office	them	break	network	created	another	do	away	com	hand	thanks	board	night	comments	post	months	way	update	together	change	live	car	heard	write	product	use	remember	still	now	year	space	shows	care	browser	online	price	only	between	comes	these	media	food	thinking	real	early	using	business	aren	lot	trying	building	since	month	very	learned	family	takes	help	soon	actually	ceo	beyond	event	issue	reason	put	american	mobile	latest	pretty	during	x	close	won	probably	both	else	look	while	used	user	game	popular	run	step	within	doesn	e	go	facebook	michael	click	stage	started	point	links	including	special	keep	exactly	need	able	talk	based	she	written	well	page	twitter	home	he	friends	amp	companies	likely	even	ever	never	tell	give	amazing	answer	before	personal	better	weeks	went	side	mean	content	isn	moving	features	matter	seen	don	m	stop	bar	bad	said	against	appeared	three	make	left	just	human	yes	yet	deal	track	down	weekend	show	finally	did	making	may	man	maybe	nbsp	group	interesting	morning	thing	think	fast	little	anyone	were	especially	enough	black	get	nearly	behind	reading	across	according	mark	those	sound	then	different	pay	same	running	money	either	users	videos	general	again	important	u	public	search	two	share	needs	already	through	good	everyone	house	hard	idea	done	least	part	built	build	tool	most	services	find	please	simply	create	understand	talking	fun	itself	source	big	bit	google	often	back	decision	forward	single	later	control	ll	day	text	value	almost	thought	add	happens	buy	minutes	under	every	school	voice	would	phone	must	me	times	end	over	writing	each	got	free	days	key	top	too	took	though	watch	amazon	report	full	however	news	quickly	several	social	everything	security	why	head	hear	check	no	faster	water	iphone	today	information	name	software	turn	place	coming	released	any	sure	state	review	outside	come	case	myself	someone	week	without	seems	blog	oh	there	longer	program	far	list	design	version	problem	short	might	wouldn	number	feel	says	story	kind	added	nothing	his	hit	him	wrote	art	recently	c	due	questions	customers	question	long	called	once	issues	apple	app	few	women	something	six	instead	looks	our	york	their	which	who	class	local	view	stories	job	gets	other	know	press	because	lead	getting	own	apps	made	whether	book
Deadspin	1	0	0	3	0	1	1	0	0	2	4	0	0	0	0	0	8	0	0	2	2	2	2	0	1	1	2	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	3	0	0	3	0	0	0	3	0	0	0	0	0	0	4	4	0	2	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	2	0	0	2	0	0	3	0	0	0	2	1	1	0	3	0	0	25	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	2	0	0	3	0	0	3	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	2	2	0	1	0	0	5	0	0	2	0	0	0	0	2	0	0	1	0	0	2	0	0	2	2	1	3	0	2	0	0	0	1	0	1	0	1	3	0	3	0	0	0	0	2	3	2	1	1	3	0	3	1	0	0	0	2	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	4	3	0	0	0	0	0	0	2	1	1	0	1	4	0	0	6	2	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	2	1	0	0	0	1	3	1	2	0	0	0	0	0	2	0	2	1	0	0	3	0	0	0	0	2	2	0	2	1	1	1	0	1	2	1	3	0	0	0	4	0	0	1	0	0	3	1	0	0	1	0	0	1	1	0	1	0	1	0	2	1	0	0	4	1	0	1	0	1	0	0	2	0	1	1	0	1	1	0	0	0	0	2	0	0	0	0	6	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	2	0	0	2	0	0	9	1	0	3	0	0	1	0	0	0	1	1	3	0	0	0	1	0	0	0	0	0	0	1	0	2	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	2	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	3	0	4	0	0	0	1	9	0	2	0	0	0	0	1	0	0	3	0	1	1	0	0	0	0	2	0	3	0	0	1	0	3	1	1	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0
The Dish	1	1	2	1	0	1	0	0	1	0	1	0	0	1	0	0	5	0	0	2	0	0	1	1	0	2	0	0	3	0	3	1	0	0	0	0	2	0	2	0	0	1	1	1	0	0	0	3	0	1	3	0	0	1	0	0	1	5	3	0	0	0	3	0	1	0	0	0	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	3	0	1	3	1	1	0	1	6	2	0	3	1	1	2	0	2	2	2	0	0	2	0	2	5	1	2	0	0	0	1	1	1	2	0	1	0	3	0	0	1	3	0	0	1	1	0	3	0	2	0	0	2	1	0	2	1	0	0	2	1	1	0	0	2	2	0	1	0	2	0	0	0	3	0	0	3	0	0	1	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0	0	0	2	1	9	1	1	0	0	0	0	1	3	2	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	3	0	1	1	0	1	1	1	0	0	4	0	2	1	1	1	2	0	0	1	0	0	2	0	0	0	1	0	0	1	1	0	1	1	2	0	0	1	3	1	0	0	0	0	6	0	0	0	1	0	1	1	1	3	7	1	0	0	0	0	2	4	0	0	0	0	2	0	1	0	0	0	1	0	2	1	0	0	0	1	2	1	0	0	0	2	0	0	2	0	3	1	0	1	0	0	5	3	1	0	2	1	0	1	0	0	1	0	5	1	2	0	1	0	1	1	2	1	2	0	0	0	0	2	0	3	0	0	1	0	6	0	0	1	0	2	0	0	0	6	4	0	2	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	1	2	2	1	0	0	1	1	3	0	0	0	0	1	1	0	0	0	3	0	0	3	0	0	3	1	2	2	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	3	0	0	0	0	1	2	1	2	0	3	0	0	0	6	0	0	0	0	0	1	1	2	0	5	2	3	2	0	0	0	2	1	1	0	0	8	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	1	4	0	1	0	0	0	2	0	0	0	0	5	0	2	0	0	0	0	3	1	1	0	0	4	1	1	3	5	0	0	3	0	2	0	4	1	0	2	0	0	1	0	2	0	3
Go Fug Yourself	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	20	2	0	0	0	0	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	19	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	11	1	0	1	0	1	0	0	0	0	0
O'Reilly Radar	5	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	1	0	2	4	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0
Little Green Footballs	0	0	1	3	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	2	0	1	1	0	3	9	0	1	5	1	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	3	0	0	0	0	0	0	1	4	1	2	0	0	3	1	1	0	0	5	3	2	1	0	0	0	0	0	0	0	0	0	0	4	0	3	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	3	0	0	5	1	0	1	0	0	4	2	3	1	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	2	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	5	0	0	3	0	0	2	2	1	4	0	0	1	0	1	1	0	0	1	0	2	0	1	8	0	0	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	2	0	0	1	0	0	4	1	6	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0	1	3	0	0	0	0	1	3	1	0	1	0	0	1	1	0	1	0	0	0	7	1	0	1	2	2	1	1	0	0	1	0	1	3	1	2	0	0	1	1	0	0	1	0	0	1	0	3	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	1	2	0	0	1	0	2	1	3	0	0	0	0	0	3	0	0	1	1	3	0	0	0	0	0	1	0	6	0	0	0	0	1	0	0	1	1	0	0	0	1	2	0	7	0	0	0	0	0	3	0	0	4	0	0	0	0	6	0	1	0	0	1	0	1	1	0	2	3	3	0	4	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	2	4	0	0	1	7	0	2	0	0	2	1	1	0	0	0	1	0	0	0	1	0	0	6	0	0	1	0	2	1	2	2	11	0	1	1	0	0	1	1	3	1	1	0	2	1	0	1	0	0
MetaFilter	1	0	1	1	0	0	4	0	0	2	4	0	3	0	0	2	3	1	0	3	0	2	6	0	2	3	0	0	5	0	6	6	0	0	1	1	9	0	2	3	1	1	0	5	1	1	0	0	0	2	4	1	0	1	1	2	0	6	1	1	1	1	9	0	4	5	0	2	6	0	1	0	0	1	1	0	0	0	0	3	0	2	2	2	3	3	0	3	0	0	2	1	3	0	1	30	1	1	1	0	1	0	1	1	0	2	1	0	6	1	0	2	1	3	0	0	2	1	1	1	5	0	2	1	0	0	0	1	1	0	0	0	0	2	2	0	3	0	0	0	2	0	0	0	0	1	1	3	0	0	1	1	1	2	16	1	1	3	0	9	0	0	0	3	4	1	1	0	0	0	0	2	0	1	6	0	0	5	3	0	1	0	0	2	0	0	1	0	0	1	3	0	0	0	4	1	1	5	1	0	1	3	1	0	0	3	0	0	0	2	0	1	0	0	2	0	1	2	0	2	0	1	0	1	1	0	0	0	1	0	0	4	0	7	2	1	4	1	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	2	1	0	0	4	2	1	1	8	1	2	1	1	0	10	0	9	0	1	0	2	1	1	0	0	0	1	1	3	1	0	0	1	0	4	0	0	0	0	3	3	0	0	0	1	1	1	0	4	0	4	3	1	0	2	0	2	1	2	1	0	0	1	5	1	0	0	0	1	1	0	0	1	0	2	2	0	0	1	0	0	0	0	0	1	9	0	3	1	1	6	0	1	1	2	0	0	3	0	0	1	0	5	1	1	0	4	4	1	1	1	1	1	2	4	0	0	1	9	0	2	0	2	0	0	1	0	1	1	1	0	1	1	4	1	0	0	1	1	1	3	2	0	0	2	0	1	0	0	2	7	0	2	4	0	5	5	2	2	1	0	0	1	2	0	0	2	1	0	2	0	0	0	1	0	0	0	1	1	0	0	3	0	1	0	0	1	0	0	1	0	0	1	1	0	2	0	6	1	2	4	0	2	1	0	1	1	5	1	2	2	3	0	0	0	1	3	0	0	1	3	1	0	5	1	1	0	0	1	8	0	2	0	2	0	1	0	0	2	1	0	0	1	0	0	0	1	7	0	0	0	0	5	2	14	2	15	3	0	0	0	5	0	3	1	0	8	0	2	6	0	4	3	1
ReadWrite	0	2	0	1	0	2	11	0	1	0	7	2	10	1	0	0	9	0	2	2	1	3	2	1	5	2	0	0	1	4	14	0	0	1	1	0	13	1	2	1	0	2	2	3	5	5	7	2	1	3	1	5	0	3	4	2	2	6	3	2	4	8	4	0	2	5	0	6	0	0	0	0	1	2	0	1	2	1	1	0	2	3	14	0	20	0	3	3	0	0	21	1	0	1	0	0	14	0	6	0	0	1	0	0	0	1	1	0	7	0	0	2	0	0	3	0	0	8	3	1	0	0	2	5	1	1	0	2	4	0	6	0	1	2	2	0	2	0	0	1	3	0	2	1	0	1	3	3	1	0	5	1	0	1	3	0	5	0	0	8	4	6	1	0	3	2	1	2	1	1	0	0	2	0	6	0	1	0	0	0	0	2	0	13	3	5	9	4	2	3	1	0	0	0	3	1	4	5	1	0	0	1	0	3	8	0	2	1	0	2	0	0	0	0	0	5	2	1	8	0	3	2	0	4	1	12	0	1	0	0	2	2	3	4	1	4	6	10	1	1	0	2	0	0	7	1	4	19	0	0	0	1	2	0	3	0	0	2	8	2	1	4	0	2	3	3	1	0	10	5	2	8	2	9	1	2	0	3	1	0	1	4	3	1	1	0	1	0	2	2	2	2	3	3	0	2	1	3	7	1	0	1	10	0	7	0	2	3	6	2	1	1	0	4	1	1	5	0	2	87	2	1	0	1	2	0	3	2	9	2	1	0	5	1	0	0	1	9	1	4	0	0	1	5	2	0	3	3	1	2	1	0	0	1	2	0	6	0	3	1	0	2	1	0	0	0	2	6	2	1	2	0	4	3	1	0	1	0	2	1	1	4	5	1	1	1	4	3	1	1	2	0	2	1	3	0	3	1	0	0	0	2	1	0	2	1	0	7	2	3	2	5	1	6	0	2	4	0	3	1	0	2	2	2	2	1	1	0	3	4	2	1	3	1	4	7	0	1	2	7	2	0	8	0	6	2	10	0	1	0	0	5	1	0	2	1	1	0	0	1	1	2	2	0	0	7	2	5	1	2	0	1	2	1	4	0	2	0	3	2	1	1	1	9	2	4	1	0	0	1	3	0	2	3	2	2	1	0	4	4	1	2	2	0	4	2	5	1	15	16	6	0	1	0	4	0	2	11	3	0	5	8	2	9	2	2	1	0
Lifehack	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lifehacker	0	0	0	4	0	0	4	1	0	0	9	0	0	0	0	0	1	0	1	6	0	0	0	0	3	0	3	0	4	0	1	0	0	0	2	0	4	2	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	3	1	0	0	0	0	4	1	2	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	1	0	1	3	0	0	4	0	0	2	3	0	1	2	1	0	0	25	0	0	0	0	0	0	2	0	0	2	0	1	1	0	0	1	0	3	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	2	1	0	0	3	0	2	0	0	2	0	3	0	0	2	0	0	0	2	0	1	0	0	2	0	0	0	0	4	1	0	1	0	0	0	0	0	0	3	0	2	1	0	5	0	0	0	3	1	0	3	0	0	1	0	3	0	1	0	0	0	3	0	1	0	0	0	1	0	0	2	2	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	2	3	2	1	0	2	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	1	7	0	1	0	0	0	1	0	0	3	0	0	0	0	0	3	0	0	2	0	1	0	1	0	2	0	0	0	0	0	3	0	3	0	1	3	1	0	2	1	0	0	0	0	10	2	7	0	0	0	3	1	1	0	0	0	0	1	2	0	1	0	0	0	0	1	1	0	3	0	0	0	1	1	3	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	1	0	2	1	0	0	3	0	1	1	0	1	0	5	2	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	1	0	0	0	0	2	3	0	0	1	0	0	1	2	0	0	0	1	0	0	2	0	0	1	0	2	0	0	1	0	1	0	2	0	0	1	0	1	0	0	2	1	0	0	0	3	0	0	0	0	2	1	2	2	1	0	0	0	2	0	0	0	2	2	2	1	2	0	1	1	0	0	1	1	0	0	0	2	0	1	0	1	1	1	1	0	1	0	2	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5	3	0	2	1	1	0	1	0	2	0	0	0	0	0	0	1	1	1	3	0	1	0	2	1	2	0	1	0
Google Operating System	1	0	0	9	0	0	8	7	1	0	9	0	0	0	1	0	3	1	3	2	1	2	0	1	2	0	1	1	2	2	3	1	2	1	1	3	6	4	0	1	0	2	11	0	0	2	5	0	0	4	1	2	0	1	0	0	0	5	2	0	25	2	0	0	1	2	1	14	0	0	0	0	2	0	6	3	1	2	0	1	2	1	0	0	6	2	2	0	2	0	11	2	1	2	0	0	5	5	3	0	5	0	2	0	0	2	0	0	5	2	0	0	2	0	11	5	0	1	3	4	2	0	4	0	3	1	0	0	1	0	1	0	0	1	1	0	1	0	0	5	10	4	0	1	12	0	2	1	0	0	0	1	0	0	6	0	2	0	0	7	0	1	4	1	4	0	2	0	7	0	0	1	2	2	5	3	0	5	0	1	0	1	1	12	0	6	12	4	2	5	0	5	0	0	7	1	0	4	0	0	0	1	0	4	0	2	0	0	1	2	1	2	0	0	1	1	0	0	0	2	0	0	0	0	0	3	3	1	2	4	1	0	1	0	0	0	5	5	1	4	0	3	0	1	8	1	5	0	0	6	0	0	0	0	1	3	1	0	3	2	0	0	0	1	3	11	0	0	0	0	1	0	3	8	0	1	1	1	0	0	2	0	3	1	0	0	0	4	0	0	5	0	1	6	2	0	3	0	0	1	0	1	3	1	6	0	0	0	0	0	1	0	6	0	0	1	5	0	1	1	2	6	0	0	1	0	0	0	1	0	0	0	5	0	0	0	1	0	0	1	0	1	7	0	6	2	0	0	6	1	0	1	1	0	5	20	1	4	1	1	0	1	2	0	0	2	0	0	2	3	1	9	4	5	3	0	0	6	1	0	1	0	0	2	0	173	1	4	0	0	0	2	0	8	0	1	2	0	0	11	0	0	0	0	0	0	1	1	10	1	0	0	0	5	0	0	1	1	0	0	2	1	0	2	0	0	0	2	0	0	3	0	1	0	3	2	0	0	2	5	0	0	0	0	4	0	9	0	2	2	1	2	4	0	1	1	0	0	0	0	0	3	0	3	0	6	3	1	0	3	1	2	1	0	0	0	4	0	3	1	0	3	1	1	2	0	0	1	1	4	1	0	0	0	4	5	0	0	0	13	2	0	1	0	3	2	1	0	7	8	1	0	0	1	1	0	0	6	2	2	1	0	0	2	22	2	0	0
ShoeMoney	0	1	2	12	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	2	1	1	1	2	0	0	2	2	0	0	0	1	0	5	0	0	0	0	0	0	6	0	1	3	1	0	0	0	0	0	0	1	0	1	3	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	7	0	5	0	0	3	0	2	4	0	0	0	1	0	9	0	1	1	0	22	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	4	0	2	0	2	1	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	3	2	1	1	0	0	6	0	0	0	0	0	1	0	0	2	0	4	0	0	4	0	2	0	2	5	0	1	0	0	0	1	0	0	0	3	0	0	0	4	4	1	1	6	3	0	0	2	3	0	0	0	0	4	1	1	2	6	0	1	0	1	2	0	0	3	0	1	0	1	0	2	0	0	0	0	2	0	0	8	0	0	0	1	1	0	0	1	1	0	1	0	0	2	0	0	1	1	1	0	0	1	0	3	0	0	0	0	0	0	3	0	3	2	0	0	3	0	0	3	1	2	0	0	0	2	0	0	0	4	0	0	2	0	1	0	1	0	1	0	2	1	0	0	3	0	0	0	0	1	0	1	0	0	4	5	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	24	0	1	2	0	0	1	0	1	0	0	2	2	0	1	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	1	2	0	0	0	0	1	1	2	0	1	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	1	0	0	2	1	1	0	6	0	0	0	2	0	1	1	0	0	1	0	0	0	0	0	1	2	0	0	8	1	0	4	0	0	1	0	0	2	11	1	0	2	0	0	0	1	0	0	5	0	0	0	1	1	1	0	2	0	1	3	2	0	1	3	4	0	0	0	0	0	2	0	0	1	0	0	0	1	2	2	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	1	1	0	1	1	0	0	0	3	0	1	0	1	0	1	1	4	0	4	1	2	0	0	0	0	0	0	0	3	0	3	0	2	0	3	0	0	0
